numero,planta,trat,nfruto,semillas,peso,mg,especie
603,se,ot,62,3,0.0125,12.5,os
604,se,ot,62,4,0.0136,13.6,os
605,se,ot,62,5,0.013,13,os
606,se,ot,62,6,0.0137,13.7,os
607,se,ot,62,7,0.0139,13.9,os
608,se,ot,62,8,0.015,15,os
609,se,ot,62,9,0.0125,12.5,os
610,se,ot,62,10,0.014,14,os
611,t16,or,63,1,0.0226,22.6,ot
612,t16,or,63,2,0.017,17,ot
613,t16,or,63,3,0.017,17,ot
614,t16,or,63,4,0.0173,17.3,ot
615,t16,or,63,5,0.018,18,ot
616,t16,or,63,6,0.0168,16.8,ot
617,t16,or,63,7,0.0168,16.8,ot
618,t16,or,63,8,0.0181,18.1,ot
619,t16,or,63,9,0.0168,16.8,ot
620,t16,or,63,10,0.0182,18.2,ot
621,t12,or,64,1,0.0173,17.3,ot
622,t12,or,64,2,0.0173,17.3,ot
623,t12,or,64,3,0.0142,14.2,ot
624,t12,or,64,4,0.0183,18.3,ot
625,t12,or,64,5,0.0184,18.4,ot
626,t12,or,64,6,0.0184,18.4,ot
627,t12,or,64,7,0.0167,16.7,ot
628,t12,or,64,8,0.017,17,ot
629,t12,or,64,9,0.0186,18.6,ot
630,t12,or,64,10,0.0158,15.8,ot
631,t12,en,65,1,0.0177,17.7,ot
632,t12,en,65,2,0.0158,15.8,ot
633,t12,en,65,3,0.0187,18.7,ot
634,t12,en,65,4,0.0151,15.1,ot
635,t12,en,65,5,0.0159,15.9,ot
636,t12,en,65,6,0.0178,17.8,ot
637,t12,en,65,7,0.0182,18.2,ot
638,t12,en,65,8,0.0187,18.7,ot
639,t12,en,65,9,0.0189,18.9,ot
640,t12,en,65,10,0.0171,17.1,ot
641,sa,ot,66,1,0.009,9,os
642,sa,ot,66,2,0.0058,5.8,os
643,g1,au,67,1,0.0141,14.1,os
644,g1,au,67,2,0.0217,21.7,os
645,g1,au,67,3,0.0138,13.8,os
646,g1,au,67,4,0.0147,14.7,os
647,g1,en,68,1,0.0148,14.8,os
648,g1,en,68,2,0.0189,18.9,os
649,g1,en,68,3,0.0203,20.3,os
650,g1,en,68,4,0.0196,19.6,os
651,sa,oc,69,1,0.0125,12.5,os
652,sa,oc,69,2,0.0067,6.7,os
653,t44,oc,70,1,0.0205,20.5,ot
654,t44,oc,70,2,0.0196,19.6,ot
655,t44,oc,70,3,0.0213,21.3,ot
656,t44,oc,70,4,0.0169,16.9,ot
657,t44,oc,70,5,0.0149,14.9,ot
658,t44,oc,70,6,0.0166,16.6,ot
659,t44,oc,70,7,0.0157,15.7,ot
660,t44,oc,70,8,0.0171,17.1,ot
661,t44,oc,70,9,0.0151,15.1,ot
662,t44,oc,70,10,0.0175,17.5,ot
663,g1,cn,71,1,0.017,17,os
664,g1,cn,71,2,0.0178,17.8,os
665,g1,cn,71,3,0.0159,15.9,os
666,g1,cn,71,4,0.0155,15.5,os
667,t-esq,oc,72,1,0.0202,20.2,ot
668,t-esq,oc,72,2,0.0205,20.5,ot
669,t-esq,oc,72,3,0.0205,20.5,ot
670,t-esq,oc,72,4,0.0208,20.8,ot
671,sa,en,73,1,0.0075,7.5,os
672,sa,en,73,2,0.0079,7.9,os
673,sa,en,73,3,0.003,3,os
674,sa,en,73,4,0.0052,5.2,os
675,sa,en,73,5,0.0052,5.2,os
676,s22,cn,74,1,0.0105,10.5,os
677,s22,cn,74,2,0.0109,10.9,os
678,s22,cn,74,3,0.0109,10.9,os
679,s22,cn,74,4,0.0132,13.2,os
680,s22,cn,74,5,0.0102,10.2,os
681,s22,cn,74,6,0.0104,10.4,os
682,s22,cn,74,7,0.0116,11.6,os
683,s22,cn,74,8,0.0116,11.6,os
684,s22,cn,74,9,0.0111,11.1,os
685,s22,cn,74,10,0.0132,13.2,os
686,R47,en,1,1,0.0174,17.4,or
687,R47,en,1,2,0.0142,14.2,or
688,R47,en,1,3,0.0126,12.6,or
689,R47,en,1,4,0.0152,15.2,or
690,R47,en,1,5,0.0115,11.5,or
691,R47,en,1,6,0.0126,12.6,or
692,R47,en,1,7,0.0113,11.3,or
693,R47,en,1,8,0.0124,12.4,or
694,R47,en,1,9,0.0083,8.3,or
695,R47,en,1,10,0.0131,13.1,or
696,Oro 225,en,2,1,0.0169,16.9,or
697,Oro 225,en,2,2,0.0183,18.3,or
698,Oro 225,en,2,3,0.0164,16.4,or
699,Oro 225,en,2,4,0.0171,17.1,or
700,Oro 225,en,2,5,0.0193,19.3,or
701,Oro 225,en,2,6,0.0167,16.7,or
702,Oro 225,en,2,7,0.0163,16.3,or
703,Oro 225,en,2,8,0.0214,21.4,or
704,Oro 225,en,2,9,0.0166,16.6,or
705,Oro 225,en,2,10,0.0191,19.1,or
706,Oro 225,cn,3,1,0.0191,19.1,or
707,Oro 225,cn,3,2,0.0206,20.6,or
708,Oro 225,cn,3,3,0.0176,17.6,or
709,Oro 225,cn,3,4,0.0188,18.8,or
710,Oro 225,cn,3,5,0.0165,16.5,or
711,Oro 225,cn,3,6,0.0195,19.5,or
712,Oro 225,cn,3,7,0.0164,16.4,or
713,Oro 225,cn,3,8,0.0171,17.1,or
714,Oro 225,cn,3,9,0.0185,18.5,or
715,Oro 225,cn,3,10,0.0173,17.3,or
716,R50,cn,,1,0.022,22,or
717,R50,cn,,2,0.0172,17.2,or
718,R50,cn,,3,0.0171,17.1,or
719,R50,cn,,4,0.021,21,or
720,R50,cn,,5,0.0183,18.3,or
721,R50,cn,,6,0.0216,21.6,or
722,R50,cn,,7,0.0134,13.4,or
723,R50,cn,,8,0.0216,21.6,or
724,R50,cn,,9,0.0185,18.5,or
725,R50,cn,,10,0.0178,17.8,or
726,R50,en,,1,0.0183,18.3,or
727,R50,en,,2,0.0152,15.2,or
728,R50,en,,3,0.0203,20.3,or
729,R50,en,,4,0.096,96,or
730,R50,en,,5,0.0158,15.8,or
731,R50,en,,6,0.0167,16.7,or
732,R50,en,,7,0.0209,20.9,or
733,R50,en,,8,0.012,12,or
734,R50,en,,9,0.0105,10.5,or
735,R50,en,,10,0.0153,15.3,or
736,Oro 40,en,,1,0.0151,15.1,or
737,Oro 40,en,,2,0.0097,9.7,or
738,Oro 40,en,,3,0.0135,13.5,or
739,Oro 40,en,,4,0.081,81,or
740,Oro 40,en,,5,0.0111,11.1,or
741,Oro 40,en,,6,0.013,13,or
742,Oro 40,en,,7,0.011,11,or
743,Oro 40,en,,8,0.0163,16.3,or
744,Oro 40,en,,9,0.0072,7.2,or
745,Oro 40,en,,10,0.0115,11.5,or
746,Oro 40,cn,,1,0.0098,9.8,or
747,Oro 40,cn,,2,0.0138,13.8,or
748,Oro 40,cn,,3,0.0126,12.6,or
749,Oro 40,cn,,4,0.0118,11.8,or
750,Oro 40,cn,,5,0.0116,11.6,or
751,Oro 40,cn,,6,0.0108,10.8,or
752,Oro 40,cn,,7,0.0114,11.4,or
753,Oro 40,cn,,8,0.0106,10.6,or
754,Oro 40,cn,,9,0.01,10,or
755,Oro 40,cn,,10,0.0108,10.8,or
756,R63,en,,1,0.0157,15.7,or
757,R63,en,,2,0.0149,14.9,or
758,R63,en,,3,0.0171,17.1,or
759,R63,en,,4,0.01,10,or
760,R63,en,,5,0.0144,14.4,or
761,R63,en,,6,0.0163,16.3,or
762,R63,en,,7,0.0181,18.1,or
763,R63,en,,8,0.0152,15.2,or
764,R63,en,,9,0.0085,8.5,or
765,R63,en,,10,0.0155,15.5,or
766,R63,os,,1,0.0139,13.9,or
767,R63,os,,2,0.0123,12.3,or
768,R63,os,,3,0.0149,14.9,or
769,R63,os,,4,0.0133,13.3,or
770,R63,os,,5,0.0074,7.4,or
771,R63,os,,6,0.0069,6.9,or
772,R63,os,,7,0.0177,17.7,or
773,R63,os,,8,0.013,13,or
774,R63,os,,9,0.0083,8.3,or
775,R63,os,,10,0.0075,7.5,or
776,R66,cn,,1,0.0116,11.6,or
777,R66,cn,,2,0.0134,13.4,or
778,R66,cn,,3,0.011,11,or
779,R66,cn,,4,0.0134,13.4,or
780,R66,cn,,5,0.0133,13.3,or
781,R66,cn,,6,0.0105,10.5,or
782,R66,cn,,7,0.014,14,or
783,R66,cn,,8,0.0122,12.2,or
784,R66,cn,,9,0.0127,12.7,or
785,R66,cn,,10,0.0081,8.1,or
786,R66,en,,1,0.0133,13.3,or
787,R66,en,,2,0.014,14,or
788,R66,en,,3,0.0098,9.8,or
789,R66,en,,4,0.0095,9.5,or
790,R66,en,,5,0.0134,13.4,or
791,R66,en,,6,0.0132,13.2,or
792,R66,en,,7,0.0149,14.9,or
793,R66,en,,8,0.0139,13.9,or
794,R66,en,,9,0.0078,7.8,or
795,R66,en,,10,0.0095,9.5,or
796,Oro 102,cn,,1,0.0142,14.2,or
797,Oro 102,cn,,2,0.0122,12.2,or
798,Oro 102,cn,,3,0.0166,16.6,or
799,Oro 102,cn,,4,0.0142,14.2,or
800,Oro 102,cn,,5,0.014,14,or
801,Oro 102,cn,,6,0.0162,16.2,or
802,Oro 102,cn,,7,0.015,15,or
803,Oro 102,cn,,8,0.0144,14.4,or
804,Oro 102,cn,,9,0.0155,15.5,or
805,Oro 102,cn,,10,0.0142,14.2,or
806,Oro 102,en,,1,0.0151,15.1,or
807,Oro 102,en,,2,0.0134,13.4,or
808,Oro 102,en,,3,0.0151,15.1,or
809,Oro 102,en,,4,0.0136,13.6,or
810,Oro 102,en,,5,0.0141,14.1,or
811,Oro 102,en,,6,0.0137,13.7,or
812,Oro 102,en,,7,0.0147,14.7,or
813,Oro 102,en,,8,0.0154,15.4,or
814,Oro 102,en,,9,0.0134,13.4,or
815,Oro 102,en,,10,0.01,10,or
816,R56,en,,1,0.0169,16.9,or
817,R56,en,,2,0.0139,13.9,or
818,R56,en,,3,0.0142,14.2,or
819,R56,en,,4,0.0111,11.1,or
820,R56,en,,5,0.0138,13.8,or
821,R56,en,,6,0.0166,16.6,or
822,R56,en,,7,0.0128,12.8,or
823,R56,en,,8,0.0071,7.1,or
824,R56,en,,9,0.0135,13.5,or
825,R56,en,,10,0.0153,15.3,or
826,R56,cn,,1,0.0169,16.9,or
827,R56,cn,,2,0.0187,18.7,or
828,R56,cn,,3,0.0143,14.3,or
829,R56,cn,,4,0.0185,18.5,or
830,R56,cn,,5,0.0207,20.7,or
831,R56,cn,,6,0.022,22,or
832,R56,cn,,7,0.0174,17.4,or
833,R56,cn,,8,0.0198,19.8,or
834,R56,cn,,9,0.0129,12.9,or
835,R56,cn,,10,0.0167,16.7,or
836,R51,cn,,1,0.0173,17.3,or
837,R51,cn,,2,0.0169,16.9,or
838,R51,cn,,3,0.018,18,or
839,R51,cn,,4,0.0183,18.3,or
840,R51,cn,,5,0.0135,13.5,or
841,R51,cn,,6,0.0135,13.5,or
842,R51,cn,,7,0.0143,14.3,or
843,R51,cn,,8,0.0161,16.1,or
844,R51,cn,,9,0.0145,14.5,or
845,R51,cn,,10,0.0115,11.5,or
846,R51,en,,1,0.0153,15.3,or
847,R51,en,,2,0.0148,14.8,or
848,R51,en,,3,0.0135,13.5,or
849,R51,en,,4,0.013,13,or
850,R51,en,,5,0.0115,11.5,or
851,R51,en,,6,0.0125,12.5,or
852,R51,en,,7,0.0158,15.8,or
853,R51,en,,8,0.0133,13.3,or
854,R51,en,,9,0.0163,16.3,or
855,R51,en,,10,0.0168,16.8,or
856,R40-2,en,,1,0.0193,19.3,or
857,R28,cn,,1,0.0216,21.6,or
858,R28,cn,,2,0.0217,21.7,or
859,R28,cn,,3,0.0222,22.2,or
860,R28,cn,,4,0.0238,23.8,or
861,R28,os,,1,0.0156,15.6,or
862,R28,os,,2,0.0137,13.7,or
863,R28,os,,3,0.0141,14.1,or
864,R28,os,,4,0.0187,18.7,or
865,R28,os,,5,0.0107,10.7,or
866,R28,os,,6,0.0174,17.4,or
867,R28,os,,7,0.0179,17.9,or
868,Oro 240,cn,,1,0.0164,16.4,or
869,Oro 240,cn,,2,0.0147,14.7,or
870,Oro 240,cn,,3,0.0123,12.3,or
871,Oro 240,cn,,4,0.0166,16.6,or
872,Oro 240,cn,,5,0.0172,17.2,or
873,Oro 240,cn,,6,0.0141,14.1,or
874,Oro 240,cn,,7,0.0148,14.8,or
875,Oro 240,cn,,8,0.0157,15.7,or
876,Oro 240,cn,,9,0.0157,15.7,or
877,Oro 240,cn,,10,0.0178,17.8,or
878,Oro 240,en,,1,0.0109,10.9,or
879,Oro 240,en,,2,0.0165,16.5,or
880,Oro 240,en,,3,0.0162,16.2,or
881,Oro 240,en,,4,0.0149,14.9,or
882,Oro 240,en,,5,0.0158,15.8,or
883,Oro 240,en,,6,0.0135,13.5,or
884,Oro 240,en,,7,0.0157,15.7,or
885,Oro 240,en,,8,0.0148,14.8,or
886,Oro 240,en,,9,0.0155,15.5,or
887,Oro 240,en,,10,0.0143,14.3,or
888,OR (prob R2) comido ,cn,,1,0.0164,16.4,or
889,OR (prob R2) comido ,cn,,2,0.0166,16.6,or
890,OR (prob R2) comido ,cn,,3,0.0141,14.1,or
891,OR (prob R2) comido ,cn,,4,0.014,14,or
892,OR (prob R2) comido ,cn,,5,0.0127,12.7,or
893,OR (prob R2) comido ,cn,,6,0.0139,13.9,or
894,OR (prob R2) comido ,cn,,7,0.0153,15.3,or
895,OR (prob R2) comido ,cn,,8,0.0137,13.7,or
896,OR (prob R2) comido ,cn,,9,0.0129,12.9,or
897,OR (prob R2) comido ,cn,,10,0.0136,13.6,or
898,Oro 120,os,,1,0.0113,11.3,or
899,Oro 120,os,,2,0.0159,15.9,or
900,Oro 120,os,,3,0.0076,7.6,or
901,Oro 120,cn,,1,0.015,15,or
902,Oro 120,cn,,2,0.0136,13.6,or
903,Oro 120,cn,,3,0.0127,12.7,or
904,Oro 120,cn,,4,0.0147,14.7,or
905,Oro 120,cn,,5,0.0154,15.4,or
906,Oro 120,cn,,6,0.0138,13.8,or
907,Oro 120,cn,,7,0.0137,13.7,or
908,Oro 120,cn,,8,0.0139,13.9,or
909,Oro 120,cn,,9,0.0144,14.4,or
910,Oro 120,cn,,10,0.0134,13.4,or
911,Oro 219,en,,1,0.0087,8.7,or
912,Oro 219,en,,2,0.0095,9.5,or
913,Oro 219,en,,3,0.0072,7.2,or
914,Oro 219,en,,4,0.0094,9.4,or
915,Oro 219,en,,5,0.0113,11.3,or
916,Oro 219,en,,6,0.011,11,or
917,Oro 219,en,,7,0.0106,10.6,or
918,Oro 219,en,,8,0.0094,9.4,or
919,Oro 219,en,,9,0.0092,9.2,or
920,Oro 219,en,,10,0.009,9,or
921,Oro 6,en,,1,0.0084,8.4,or
922,Oro 6,en,,2,0.0072,7.2,or
923,Oro 6,en,,3,0.0074,7.4,or
924,Oro 6,en,,4,0.0049,4.9,or
925,Oro 6,en,,5,0.0073,7.3,or
926,Oro 6,en,,6,0.0077,7.7,or
927,Oro 6,en,,7,0.0075,7.5,or
928,Oro 6,en,,8,0.0066,6.6,or
929,Oro 6,en,,9,0.0067,6.7,or
930,Oro 6,en,,10,0.0081,8.1,or
931,OR,cn,,1,0.015,15,or
932,OR,cn,,2,0.0157,15.7,or
933,OR,cn,,3,0.0142,14.2,or
934,OR,cn,,4,0.0147,14.7,or
935,OR,cn,,5,0.0152,15.2,or
936,OR,cn,,6,0.015,15,or
937,OR,cn,,7,0.0154,15.4,or
938,OR,cn,,8,0.0155,15.5,or
939,OR,cn,,9,0.013,13,or
940,OR,cn,,10,0.015,15,or
941,R10,os,,1,0.0095,9.5,or
942,R10,os,,2,0.0092,9.2,or
943,R10,os,,3,0.0115,11.5,or
944,R10,os,,4,0.0104,10.4,or
945,R10,os,,5,0.0085,8.5,or
946,R10,os,,6,0.0086,8.6,or
947,R10,os,,7,0.0087,8.7,or
948,R10,os,,8,0.0108,10.8,or
949,R10,os,,9,0.01,10,or
950,R10,os,,10,0.0061,6.1,or
951,R10,en,,1,0.0124,12.4,or
952,R10,en,,2,0.0118,11.8,or
953,R10,en,,3,0.0111,11.1,or
954,R10,en,,4,0.012,12,or
955,R10,en,,5,0.0129,12.9,or
956,R10,en,,6,0.0108,10.8,or
957,R10,en,,7,0.0115,11.5,or
958,R10,en,,8,0.0111,11.1,or
959,R10,en,,9,0.0112,11.2,or
960,R10,en,,10,0.0105,10.5,or
961,R10,cn,,1,0.0148,14.8,or
962,R10,cn,,2,0.0092,9.2,or
963,R10,cn,,3,0.0152,15.2,or
964,R10,cn,,4,0.0139,13.9,or
965,R10,cn,,5,0.0049,4.9,or
966,R10,cn,,6,0.0125,12.5,or
967,R10,cn,,7,0.0153,15.3,or
968,R10,cn,,8,0.0129,12.9,or
969,R10,cn,,9,0.0097,9.7,or
970,R10,cn,,10,0.0059,5.9,or
971,R42,en,,1,0.0184,18.4,or
972,R42,en,,2,0.0154,15.4,or
973,R42,en,,3,0.0203,20.3,or
974,R42,en,,4,0.0193,19.3,or
975,R42,en,,5,0.0227,22.7,or
976,R42,en,,6,0.0182,18.2,or
977,R42,en,,7,0.0201,20.1,or
978,R42,en,,8,0.0154,15.4,or
979,R42,en,,9,0.0181,18.1,or
980,R42,en,,10,0.0131,13.1,or
981,R42,cn,,1,0.0179,17.9,or
982,R42,cn,,2,0.0197,19.7,or
983,R42,cn,,3,0.0173,17.3,or
984,R42,cn,,4,0.0164,16.4,or
985,R42,cn,,5,0.0201,20.1,or
986,R42,cn,,6,0.0149,14.9,or
987,R42,cn,,7,0.0152,15.2,or
988,R42,cn,,8,0.0155,15.5,or
989,R42,cn,,9,0.016,16,or
990,R42,cn,,10,0.0179,17.9,or
991,R65,cn,,1,0.0131,13.1,or
992,R65,cn,,2,0.0125,12.5,or
993,R65,cn,,3,0.0126,12.6,or
994,R65,cn,,4,0.0124,12.4,or
995,R65,cn,,5,0.0118,11.8,or
996,R65,cn,,6,0.0132,13.2,or
997,R65,cn,,7,0.0126,12.6,or
998,R65,cn,,8,0.0106,10.6,or
999,R65,cn,,9,0.0125,12.5,or
1000,R65,cn,,10,0.0118,11.8,or
1001,R65,en,,1,0.0097,9.7,or
1002,R65,en,,2,0.0099,9.9,or
1003,R65,en,,3,0.0101,10.1,or
1004,R65,en,,4,0.009,9,or
1005,R65,en,,5,0.0091,9.1,or
1006,R65,en,,6,0.0116,11.6,or
1007,R65,en,,7,0.0094,9.4,or
1008,R65,en,,8,0.0102,10.2,or
1009,R65,en,,9,0.0102,10.2,or
1010,R65,en,,10,0.0088,8.8,or
1011,Oro241,en,,1,0.0178,17.8,or
1012,Oro241,en,,2,0.0185,18.5,or
1013,Oro241,en,,3,0.0193,19.3,or
1014,Oro241,en,,4,0.0188,18.8,or
1015,Oro241,en,,5,0.0203,20.3,or
1016,Oro241,en,,6,0.0184,18.4,or
1017,Oro241,en,,7,0.0174,17.4,or
1018,Oro241,en,,8,0.0197,19.7,or
1019,Oro241,en,,9,0.0171,17.1,or
1020,Oro241,en,,10,0.0183,18.3,or
1021,Oro241,cn,,1,0.0171,17.1,or
1022,Oro241,cn,,2,0.0153,15.3,or
1023,Oro241,cn,,3,0.0189,18.9,or
1024,Oro241,cn,,4,0.0162,16.2,or
1025,Oro241,cn,,5,0.0166,16.6,or
1026,Oro241,cn,,6,0.0161,16.1,or
1027,Oro241,cn,,7,0.0176,17.6,or
1028,Oro241,cn,,8,0.0167,16.7,or
1029,Oro241,cn,,9,0.0196,19.6,or
1030,Oro241,cn,,10,0.0145,14.5,or
1031,Oro224,en,,1,0.0135,13.5,or
1032,Oro224,en,,2,0.0152,15.2,or
1033,Oro224,en,,3,0.0154,15.4,or
1034,Oro224,en,,4,0.0148,14.8,or
1035,Oro224,en,,5,0.0146,14.6,or
1036,Oro224,en,,6,0.0151,15.1,or
1037,Oro224,en,,7,0.015,15,or
1038,Oro224,en,,8,0.0178,17.8,or
1039,Oro224,en,,9,0.0151,15.1,or
1040,Oro224,en,,10,0.0125,12.5,or
1041,Oro224,oc,,1,0.0211,21.1,or
1042,Oro224,oc,,2,0.0175,17.5,or
1043,Oro224,oc,,3,0.0141,14.1,or
1044,Oro224,oc,,4,0.0151,15.1,or
1045,Oro224,oc,,5,0.0166,16.6,or
1046,Oro224,oc,,6,0.0162,16.2,or
1047,Oro224,oc,,7,0.016,16,or
1048,Oro224,oc,,8,0.0162,16.2,or
1049,Oro224,oc,,9,0.0171,17.1,or
1050,Oro224,oc,,10,0.0182,18.2,or
1051,Oro224,cn,,1,0.0119,11.9,or
1052,Oro224,cn,,2,0.0158,15.8,or
1053,Oro224,cn,,3,0.0135,13.5,or
1054,Oro224,cn,,4,0.0124,12.4,or
1055,Oro224,cn,,5,0.014,14,or
1056,Oro224,cn,,6,0.0147,14.7,or
1057,Oro224,cn,,7,0.0142,14.2,or
1058,Oro224,cn,,8,0.0159,15.9,or
1059,Oro224,cn,,9,0.0144,14.4,or
1060,Oro224,cn,,10,0.0147,14.7,or
1061,J63,en,,1,0.0056,5.6,oc
1062,J63,en,,2,0.0051,5.1,oc
1063,J63,en,,3,0.0064,6.4,oc
1064,J63,en,,4,0.0058,5.8,oc
1065,J63,en,,5,0.0059,5.9,oc
1066,J63,en,,6,0.0065,6.5,oc
1067,J63,en,,7,0.0056,5.6,oc
1068,J63,en,,8,0.0064,6.4,oc
1069,J63,en,,9,0.0055,5.5,oc
1070,J63,en,,10,0.006,6,oc
1071,c19,cn,,1,0.0042,4.2,oc
1072,c20,cn,,2,0.0047,4.7,oc
1073,c21,cn,,3,0.004,4,oc
1074,c22,cn,,4,0.0037,3.7,oc
1075,c23,cn,,5,0.0035,3.5,oc
1076,c24,cn,,6,0.0036,3.6,oc
1077,c25,cn,,7,0.0042,4.2,oc
1078,c26,cn,,8,0.0052,5.2,oc
1079,c27,cn,,9,0.004,4,oc
1080,c28,cn,,10,0.0042,4.2,oc
1081,C34,cn,,1,0.0086,8.6,oc
1082,C34,cn,,2,0.0079,7.9,oc
1083,J54,en,,1,0.0057,5.7,oc
1084,J54,en,,2,0.0046,4.6,oc
1085,J54,en,,3,0.0061,6.1,oc
1086,J54,en,,4,0.0064,6.4,oc
1087,J54,en,,5,0.0057,5.7,oc
1088,J54,en,,6,0.0073,7.3,oc
1089,J54,en,,7,0.0061,6.1,oc
1090,J54,en,,8,0.0067,6.7,oc
1091,J54,en,,9,0.007,7,oc
1092,J54,en,,10,0.0068,6.8,oc
1093,J46,en,,1,0.0089,8.9,oc
1094,J46,en,,2,0.009,9,oc
1095,J46,en,,3,0.0073,7.3,oc
1096,J46,en,,4,0.0099,9.9,oc
1097,J46,en,,5,0.008,8,oc
1098,J46,en,,6,0.0094,9.4,oc
1099,J46,en,,7,0.0045,4.5,oc
1100,J46,en,,8,0.0085,8.5,oc
1101,J46,en,,9,0.0106,10.6,oc
1102,J46,en,,10,0.0081,8.1,oc
1103,C57,cn,,1,0.0068,6.8,oc
1104,C57,cn,,2,0.0061,6.1,oc
1105,C57,cn,,3,0.0052,5.2,oc
1106,C57,cn,,4,0.0056,5.6,oc
1107,C57,cn,,5,0.0058,5.8,oc
1108,C57,cn,,6,0.0057,5.7,oc
1109,C57,cn,,7,0.0066,6.6,oc
1110,C57,cn,,8,0.007,7,oc
1111,C57,cn,,9,0.0059,5.9,oc
1112,C57,cn,,10,0.0066,6.6,oc
1113,C53,cn,,1,0.0058,5.8,oc
1114,C53,cn,,2,0.0112,11.2,oc
1115,C53,cn,,3,0.0055,5.5,oc
1116,C53,cn,,4,0.0131,13.1,oc
1117,C53,cn,,5,0.0075,7.5,oc
1118,C53,cn,,6,0.0123,12.3,oc
1119,C53,cn,,7,0.0077,7.7,oc
1120,C53,cn,,8,0.0036,3.6,oc
1121,C53,cn,,9,0.0057,5.7,oc
1122,C53,cn,,10,0.0067,6.7,oc
1123,c50,en,,1,0.0071,7.1,oc
1124,c50,en,,2,0.0073,7.3,oc
1125,c50,en,,3,0.0084,8.4,oc
1126,c50,en,,4,0.0081,8.1,oc
1127,c50,en,,5,0.0087,8.7,oc
1128,c50,en,,6,0.0088,8.8,oc
1129,c50,en,,7,0.0092,9.2,oc
1130,c50,en,,8,0.0085,8.5,oc
1131,c50,en,,9,0.0082,8.2,oc
1132,c50,en,,10,0.0081,8.1,oc
1133,c40,en,,1,0.0034,3.4,oc
1134,c40,en,,2,0.0031,3.1,oc
1135,c40,en,,3,0.0015,1.5,oc
1136,c40,en,,4,0.0033,3.3,oc
1137,c40,en,,5,0.0042,4.2,oc
1138,c40,en,,6,0.0045,4.5,oc
1139,c40,en,,7,0.0032,3.2,oc
1140,c40,en,,8,0.0056,5.6,oc
1141,c40,en,,9,0.0055,5.5,oc
1142,c40,en,,10,0.0059,5.9,oc
1143,c52,en,,1,0.0097,9.7,oc
1144,c52,en,,2,0.0075,7.5,oc
1145,c52,en,,3,0.0095,9.5,oc
1146,c52,en,,4,0.0098,9.8,oc
1147,c52,en,,5,0.0094,9.4,oc
1148,c52,en,,6,0.009,9,oc
1149,c52,en,,7,0.0103,10.3,oc
1150,c52,en,,8,0.0079,7.9,oc
1151,c52,en,,9,0.0088,8.8,oc
1152,c52,en,,10,0.0087,8.7,oc
1153,c17,en,,1,0.0079,7.9,oc
1154,c17,en,,2,0.0101,10.1,oc
1155,c17,en,,3,0.0098,9.8,oc
1156,c17,en,,4,0.0085,8.5,oc
1157,c17,en,,5,0.0083,8.3,oc
1158,c17,en,,6,0.0092,9.2,oc
1159,c17,en,,7,0.0082,8.2,oc
1160,c17,en,,8,0.0096,9.6,oc
1161,c17,en,,9,0.0088,8.8,oc
1162,c17,en,,10,0.0119,11.9,oc
1163,C5-1,cn,,1,0.011,11,oc
1164,C5-1,cn,,2,0.0051,5.1,oc
1165,C5-1,cn,,3,0.0062,6.2,oc
1166,C5-1,cn,,4,0.0074,7.4,oc
1167,C5-1,cn,,5,0.0092,9.2,oc
1168,C5-1,cn,,6,0.0088,8.8,oc
1169,C5-1,cn,,7,0.0034,3.4,oc
1170,C5-1,cn,,8,0.009,9,oc
1171,C5-1,cn,,9,0.0044,4.4,oc
1172,C5-1,cn,,10,0.0078,7.8,oc
1173,C30,cn,,1,0.0073,7.3,oc
1174,C30,cn,,2,0.0078,7.8,oc
1175,C30,cn,,3,0.0073,7.3,oc
1176,C30,cn,,4,0.0072,7.2,oc
1177,C30,cn,,5,0.0071,7.1,oc
1178,C30,cn,,6,0.0079,7.9,oc
1179,C30,cn,,7,0.0077,7.7,oc
1180,C30,cn,,8,0.0067,6.7,oc
1181,C30,cn,,9,0.0088,8.8,oc
1182,C30,cn,,10,0.0071,7.1,oc
1183,C51,cn,,1,0.0073,7.3,oc
1184,C51,cn,,2,0.0075,7.5,oc
1185,C51,cn,,3,0.0065,6.5,oc
1186,C51,cn,,4,0.0072,7.2,oc
1187,C51,cn,,5,0.0073,7.3,oc
1188,C51,cn,,6,0.0081,8.1,oc
1189,C51,cn,,7,0.0065,6.5,oc
1190,C51,cn,,8,0.0064,6.4,oc
1191,C51,cn,,9,0.0069,6.9,oc
1192,C51,cn,,10,0.0064,6.4,oc
1193,J68,gt,,1,0.0086,8.6,oc
1194,J68,gt,,2,0.0107,10.7,oc
1195,J68,gt,,3,0.0094,9.4,oc
1196,J68,gt,,4,0.0103,10.3,oc
1197,J68,gt,,5,0.0091,9.1,oc
1198,J68,gt,,6,0.01,10,oc
1199,J68,gt,,7,0.0092,9.2,oc
1200,J68,gt,,8,0.0097,9.7,oc
1201,J68,gt,,9,0.0108,10.8,oc
1202,J68,gt,,10,0.0094,9.4,oc
1203,C42,en,,1,0.0064,6.4,oc
1204,C42,en,,2,0.0063,6.3,oc
1205,C42,en,,3,0.0069,6.9,oc
1206,C42,en,,4,0.0066,6.6,oc
1207,C42,en,,5,0.0082,8.2,oc
1208,C42,en,,6,0.0065,6.5,oc
1209,C42,en,,7,0.0068,6.8,oc
1210,C42,en,,8,0.0061,6.1,oc
