numero,planta,trat,nfruto,semillas,peso,mg,especie
1818,t10,en,,6,0.0103,10.3,ot
1819,t10,en,,7,0.0118,11.8,ot
1820,t10,en,,8,0.0141,14.1,ot
1821,t10,en,,9,0.0122,12.2,ot
1822,t10,en,,10,0.0125,12.5,ot
1823,t10,or,,1,0.0188,18.8,ot
1824,t10,or,,2,0.012,12,ot
1825,t10,or,,3,0.018,18,ot
1826,t10,or,,4,0.0181,18.1,ot
1827,t10,or,,5,0.0184,18.4,ot
1828,t10,or,,6,0.0186,18.6,ot
1829,t10,or,,7,0.0191,19.1,ot
1830,t10,or,,8,0.0177,17.7,ot
1831,t10,or,,9,0.0184,18.4,ot
1832,t10,os,,1,0.0095,9.5,ot
1833,t10,os,,2,0.0145,14.5,ot
1834,t10,os,,3,0.0128,12.8,ot
1835,t10,os,,4,0.0154,15.4,ot
1836,t10,os,,5,0.016,16,ot
1837,t10,os,,6,0.0153,15.3,ot
1838,t10,os,,7,0.0141,14.1,ot
1839,t10,os,,8,0.0099,9.9,ot
1840,t10,os,,9,0.0149,14.9,ot
1841,t10,os,,10,0.0161,16.1,ot
1842,t11,au,,1,0.0239,23.9,ot
1843,t11,au,,2,0.0217,21.7,ot
1844,t11,au,,3,0.0163,16.3,ot
1845,t11,au,,4,0.026,26,ot
1846,t11,au,,5,0.024,24,ot
1847,t11,au,,6,0.0189,18.9,ot
1848,t11,au,,7,0.0157,15.7,ot
1849,t11,au,,8,0.0165,16.5,ot
1850,t11,au,,9,0.021,21,ot
1851,t11,au,,10,0.0176,17.6,ot
1852,t11,oc,,1,0.0157,15.7,ot
1853,t11,oc,,2,0.0166,16.6,ot
1854,t11,oc,,3,0.0148,14.8,ot
1855,t11,oc,,4,0.014,14,ot
1856,t11,oc,,5,0.0158,15.8,ot
1857,t11,oc,,6,0.0146,14.6,ot
1858,t11,oc,,7,0.0133,13.3,ot
1859,t11,oc,,8,0.0117,11.7,ot
1860,t11,oc,,9,0.0159,15.9,ot
1861,t11,oc,,10,0.0151,15.1,ot
1862,t11,os,,1,0.0195,19.5,ot
1863,t11,os,,2,0.0206,20.6,ot
1864,t11,os,,3,0.0203,20.3,ot
1865,t11,os,,4,0.0192,19.2,ot
1866,t11,os,,5,0.0202,20.2,ot
1867,t11,os,,6,0.0209,20.9,ot
1868,t11,os,,7,0.0182,18.2,ot
1869,t11,cn,,1,0.0149,14.9,ot
1870,t11,cn,,2,0.0136,13.6,ot
1871,t11,cn,,3,0.0148,14.8,ot
1872,t11,cn,,4,0.023,23,ot
1873,t11,cn,,5,0.0149,14.9,ot
1874,t11,cn,,6,0.0144,14.4,ot
1875,t11,cn,,7,0.0172,17.2,ot
1876,t11,cn,,8,0.0166,16.6,ot
1877,t11,cn,,9,0.0178,17.8,ot
1878,t11,cn,,10,0.0212,21.2,ot
1879,t2,cn,,1,0.0149,14.9,ot
1880,t2,cn,,2,0.0136,13.6,ot
1881,t2,cn,,3,0.0148,14.8,ot
1882,t2,cn,,4,0.023,23,ot
1883,t2,cn,,5,0.0149,14.9,ot
1884,t2,cn,,6,0.0144,14.4,ot
1885,t2,cn,,7,0.0172,17.2,ot
1886,t2,cn,,8,0.0166,16.6,ot
1887,t2,cn,,9,0.0178,17.8,ot
1888,t2,cn,,10,0.0212,21.2,ot
1889,t2,en,,1,0.0168,16.8,ot
1890,t2,en,,2,0.0129,12.9,ot
1891,t2,os,,1,0.0179,17.9,ot
1892,t2,os,,2,0.0116,11.6,ot
1893,t2,os,,3,0.0106,10.6,ot
1894,t25,ag,,1,0.0193,19.3,ot
1895,t25,ag,,2,0.0148,14.8,ot
1896,t25,ag,,3,0.0157,15.7,ot
1897,t25,ag,,4,0.0211,21.1,ot
1898,t25,ag,,5,0.0157,15.7,ot
1899,t25,ag,,6,0.0192,19.2,ot
1900,t25,ag,,7,0.0159,15.9,ot
1901,t25,ag,,8,0.0174,17.4,ot
1902,t25,ag,,9,0.0186,18.6,ot
1903,t25,ag,,10,0.0177,17.7,ot
1904,t25,or,,1,0.0139,13.9,ot
1905,t25,or,,2,0.0165,16.5,ot
1906,t25,or,,3,0.0201,20.1,ot
1907,t25,or,,4,0.0235,23.5,ot
1908,t25,or,,5,0.0168,16.8,ot
1909,t25,or,,6,0.0183,18.3,ot
1910,t25,or,,7,0.0164,16.4,ot
1911,t25,or,,8,0.0166,16.6,ot
1912,t25,or,,9,0.0204,20.4,ot
1913,t27,au,,1,0.0191,19.1,ot
1914,t27,au,,2,0.016,16,ot
1915,t27,au,,3,0.018,18,ot
1916,t27,au,,4,0.0211,21.1,ot
1917,t27,au,,5,0.0153,15.3,ot
1918,t27,au,,6,0.0138,13.8,ot
1919,t27,au,,7,0.02,20,ot
1920,t27,au,,8,0.0166,16.6,ot
1921,t27,au,,9,0.0149,14.9,ot
1922,t27,au,,10,0.0135,13.5,ot
1923,t27,oc,,1,0.0172,17.2,ot
1924,t27,oc,,2,0.0223,22.3,ot
1925,t27,oc,,3,0.0198,19.8,ot
1926,t27,oc,,4,0.0201,20.1,ot
1927,t27,oc,,5,0.023,23,ot
1928,t27,oc,,6,0.0186,18.6,ot
1929,t27,oc,,7,0.0193,19.3,ot
1930,t27,oc,,8,0.0209,20.9,ot
1931,t27,oc,,9,0.0165,16.5,ot
1932,t27,oc,,10,0.0203,20.3,ot
1933,t27,cn,,1,0.0196,19.6,ot
1934,t27,cn,,2,0.0192,19.2,ot
1935,t27,cn,,3,0.0184,18.4,ot
1936,t27,cn,,4,0.0148,14.8,ot
1937,t27,cn,,5,0.0182,18.2,ot
1938,t27,cn,,6,0.0202,20.2,ot
1939,t27,cn,,7,0.0209,20.9,ot
1940,t27,cn,,8,0.0192,19.2,ot
1941,t27,cn,,9,0.0189,18.9,ot
1942,t27,cn,,10,0.0172,17.2,ot
1943,t27,en,,1,0.0296,29.6,ot
1944,t27,en,,2,0.0291,29.1,ot
1945,t27,en,,3,0.0306,30.6,ot
1946,t27,en,,4,0.0272,27.2,ot
1947,t27,en,,5,0.0326,32.6,ot
1948,t27,en,,6,0.0316,31.6,ot
1949,t27,en,,7,0.0256,25.6,ot
1950,t27,en,,8,0.0272,27.2,ot
1951,t27,en,,9,0.0274,27.4,ot
1952,t27,en,,10,0.027,27,ot
1953,t27,os,,1,0.0221,22.1,ot
1954,t27,os,,2,0.0227,22.7,ot
1955,t27,os,,3,0.0194,19.4,ot
1956,t27,os,,4,0.0122,12.2,ot
1957,t27,os,,5,0.0229,22.9,ot
1958,t27,os,,6,0.0227,22.7,ot
1959,t27,os,,7,0.0171,17.1,ot
1960,t27,os,,8,0.0208,20.8,ot
1961,t27,os,,9,0.0195,19.5,ot
1962,t27,os,,10,0.0154,15.4,ot
1963,t3,ag,,1,0.021,21,ot
1964,t3,ag,,2,0.0229,22.9,ot
1965,t3,ag,,3,0.0179,17.9,ot
1966,t3,ag,,4,0.0178,17.8,ot
1967,t3,ag,,5,0.0214,21.4,ot
1968,t3,ag,,6,0.0151,15.1,ot
1969,t3,ag,,7,0.0217,21.7,ot
1970,t3,ag,,8,0.0123,12.3,ot
1971,t3,ag,,9,0.0152,15.2,ot
1972,t3,ag,,10,0.0154,15.4,ot
1973,t3,cn,,1,0.0168,16.8,ot
1974,t3,cn,,2,0.0191,19.1,ot
1975,t3,cn,,3,0.0138,13.8,ot
1976,t3,cn,,4,0.0202,20.2,ot
1977,t3,cn,,5,0.0182,18.2,ot
1978,t3,cn,,6,0.0205,20.5,ot
1979,t3,cn,,7,0.0152,15.2,ot
1980,t3,cn,,8,0.0156,15.6,ot
1981,t3,cn,,9,0.0201,20.1,ot
1982,t3,cn,,10,0.0145,14.5,ot
1983,t3,or,,1,0.0215,21.5,ot
1984,t3,or,,2,0.0187,18.7,ot
1985,t3,or,,3,0.0241,24.1,ot
1986,t3,or,,4,0.0223,22.3,ot
1987,t3,or,,5,0.0138,13.8,ot
1988,t3,or,,6,0.027,27,ot
1989,t3,or,,7,0.0176,17.6,ot
1990,t3,or,,8,0.0191,19.1,ot
1991,t3,or,,9,0.0156,15.6,ot
1992,t3,or,,10,0.0096,9.6,ot
1993,t7,au,,1,0.0226,22.6,ot
1994,t7,au,,2,0.0184,18.4,ot
1995,t7,au,,3,0.0192,19.2,ot
1996,t7,au,,4,0.0213,21.3,ot
1997,t7,au,,5,0.0192,19.2,ot
1998,t7,au,,6,0.0175,17.5,ot
1999,t7,au,,7,0.0223,22.3,ot
2000,t7,au,,8,0.0163,16.3,ot
2001,t7,au,,9,0.0181,18.1,ot
2002,t7,au,,10,0.0184,18.4,ot
2003,t7,or,,1,0.0225,22.5,ot
2004,t7,or,,2,0.0219,21.9,ot
2005,t7,or,,3,0.026,26,ot
2006,t7,or,,4,0.0228,22.8,ot
2007,t7,or,,5,0.0169,16.9,ot
2008,t7,or,,6,0.0267,26.7,ot
2009,t7,or,,7,0.0243,24.3,ot
2010,t7,or,,8,0.0205,20.5,ot
2011,t7,or,,9,0.0191,19.1,ot
2012,t7,or,,10,0.0218,21.8,ot
2013,t9,au,,1,0.0203,20.3,ot
2014,t9,au,,2,0.0227,22.7,ot
2015,t9,au,,3,0.0258,25.8,ot
2016,t9,au,,4,0.0241,24.1,ot
2017,t9,au,,5,0.0164,16.4,ot
2018,t9,au,,6,0.0207,20.7,ot
2019,t9,au,,7,0.0258,25.8,ot
2020,t9,au,,8,0.0197,19.7,ot
2021,t9,au,,9,0.0239,23.9,ot
2022,t9,au,,10,0.0191,19.1,ot
2023,t9,cn,,1,0.0151,15.1,ot
2024,t9,cn,,2,0.016,16,ot
2025,t9,cn,,3,0.016,16,ot
2026,t9,cn,,4,0.0121,12.1,ot
2027,t9,cn,,5,0.0147,14.7,ot
2028,t9,cn,,6,0.012,12,ot
2029,t9,cn,,7,0.0168,16.8,ot
2030,t9,cn,,8,0.0203,20.3,ot
2031,t9,cn,,9,0.0158,15.8,ot
2032,t9,cn,,10,0.0157,15.7,ot
2033,t9,en,,1,0.0183,18.3,ot
2034,t9,en,,2,0.0236,23.6,ot
2035,t9,en,,3,0.0179,17.9,ot
2036,t9,en,,4,0.0196,19.6,ot
2037,t9,en,,5,0.0283,28.3,ot
2038,t9,en,,6,0.017,17,ot
2039,t9,en,,7,0.0215,21.5,ot
2040,t9,en,,8,0.0222,22.2,ot
2041,t9,en,,9,0.0158,15.8,ot
2042,t9,en,,10,0.0189,18.9,ot
2043,t9,oc,,1,0.0222,22.2,ot
2044,t9,oc,,2,0.0202,20.2,ot
2045,t9,oc,,3,0.0157,15.7,ot
2046,t9,oc,,4,0.0198,19.8,ot
2047,t9,oc,,5,0.0199,19.9,ot
2048,t9,oc,,6,0.0207,20.7,ot
2049,t9,oc,,7,0.0183,18.3,ot
2050,t9,oc,,8,0.0235,23.5,ot
2051,t9,oc,,9,0.022,22,ot
2052,t9,oc,,10,0.0167,16.7,ot
2053,t9,or,,1,0.0194,19.4,ot
2054,t9,or,,2,0.0218,21.8,ot
2055,t9,or,,3,0.0248,24.8,ot
2056,t9,or,,4,0.0225,22.5,ot
2057,t9,or,,5,0.0216,21.6,ot
2058,t9,or,,6,0.0206,20.6,ot
2059,t9,or,,7,0.0233,23.3,ot
2060,t9,or,,8,0.0192,19.2,ot
2061,t9,or,,9,0.0185,18.5,ot
2062,t9,or,,10,0.0215,21.5,ot
2063,t9,os,,1,0.0292,29.2,ot
2064,t9,os,,2,0.0254,25.4,ot
2065,t9,os,,3,0.0184,18.4,ot
2066,t9,os,,4,0.0199,19.9,ot
2067,t9,os,,5,0.0253,25.3,ot
2068,t9,os,,6,0.0261,26.1,ot
2069,t9,os,,7,0.0212,21.2,ot
2070,t9,os,,8,0.0231,23.1,ot
2071,t9,os,,9,0.0223,22.3,ot
2072,t9,os,,10,0.0251,25.1,ot
2073,s19,ot,,1,0.0121,12.1,os
2074,s19,ot,,2,0.0099,9.9,os
2075,s19,ot,,3,0.0182,18.2,os
2076,s19,ot,,4,0.0163,16.3,os
2077,s19,ot,,5,0.013,13,os
2078,s19,ot,,6,0.0164,16.4,os
2079,s19,ot,,7,0.0153,15.3,os
2080,s19,ot,,8,0.0135,13.5,os
2081,s19,ot,,9,0.0141,14.1,os
2082,s19,ot,,10,0.0125,12.5,os
2083,s19,oc,,1,0.0165,16.5,os
2084,s22,oc,,1,0.0123,12.3,os
2085,s22,oc,,2,0.0144,14.4,os
2086,s22,oc,,3,0.0121,12.1,os
2087,s22,oc,,4,0.0162,16.2,os
2088,s22,oc,,5,0.0157,15.7,os
2089,t23,au,,1,0.0179,17.9,ot
2090,t23,au,,2,0.0189,18.9,ot
2091,t23,au,,3,0.0198,19.8,ot
2092,t23,au,,4,0.0185,18.5,ot
2093,t23,au,,5,0.0161,16.1,ot
2094,t23,au,,6,0.0142,14.2,ot
2095,t23,au,,7,0.0212,21.2,ot
2096,t23,au,,8,0.0135,13.5,ot
2097,t23,au,,9,0.0171,17.1,ot
2098,t23,au,,10,0.0153,15.3,ot
2099,T22,or,,1,0.0221,22.1,ot
2100,T22,or,,2,0.0171,17.1,ot
2101,T22,or,,3,0.0175,17.5,ot
2102,T22,or,,4,0.0222,22.2,ot
2103,T22,or,,5,0.0218,21.8,ot
2104,T22,or,,6,0.0157,15.7,ot
2105,T22,or,,7,0.0185,18.5,ot
2106,T22,or,,8,0.0216,21.6,ot
2107,T22,or,,9,0.016,16,ot
2108,T22,or,,10,0.0187,18.7,ot
2109,T22,en,,1,0.0196,19.6,ot
2110,T22,en,,2,0.0179,17.9,ot
2111,T22,en,,3,0.0195,19.5,ot
2112,T22,en,,4,0.0203,20.3,ot
2113,T22,en,,5,0.0218,21.8,ot
2114,T22,en,,6,0.0167,16.7,ot
2115,T22,en,,7,0.0188,18.8,ot
2116,T22,en,,8,0.0205,20.5,ot
2117,T22,en,,9,0.0176,17.6,ot
2118,T22,en,,10,0.0208,20.8,ot
2119,T22,oc,,1,0.0215,21.5,ot
2120,T22,oc,,2,0.0251,25.1,ot
2121,T22,oc,,3,0.0234,23.4,ot
2122,T22,oc,,4,0.025,25,ot
2123,T22,oc,,5,0.0266,26.6,ot
2124,T22,oc,,6,0.0243,24.3,ot
2125,T22,oc,,7,0.0251,25.1,ot
2126,T22,oc,,8,0.0215,21.5,ot
2127,T22,oc,,9,0.025,25,ot
2128,T22,oc,,10,0.0245,24.5,ot
2129,T22,au,,1,0.0296,29.6,ot
2130,T22,au,,2,0.0316,31.6,ot
2131,T22,au,,3,0.0213,21.3,ot
2132,T22,au,,4,0.0202,20.2,ot
2133,T22,au,,5,0.0205,20.5,ot
2134,T22,au,,6,0.0203,20.3,ot
2135,T22,au,,7,0.0221,22.1,ot
2136,T22,au,,8,0.0203,20.3,ot
2137,T22,au,,9,0.0201,20.1,ot
2138,T22,au,,10,0.0162,16.2,ot
2139,T22,cn,,1,0.0285,28.5,ot
2140,T22,cn,,2,0.0215,21.5,ot
2141,T22,cn,,3,0.0267,26.7,ot
2142,T22,cn,,4,0.0209,20.9,ot
2143,T22,cn,,5,0.0259,25.9,ot
2144,T22,cn,,6,0.0225,22.5,ot
2145,T22,cn,,7,0.0198,19.8,ot
2146,T22,cn,,8,0.0152,15.2,ot
2147,T22,cn,,9,0.0215,21.5,ot
2148,T22,cn,,10,0.0219,21.9,ot
2149,T22,os,,1,0.0265,26.5,ot
2150,T22,os,,2,0.0271,27.1,ot
2151,T22,os,,3,0.0198,19.8,ot
2152,T22,os,,4,0.0233,23.3,ot
2153,T22,os,,5,0.0246,24.6,ot
2154,T22,os,,6,0.0268,26.8,ot
2155,T22,os,,7,0.0271,27.1,ot
2156,T22,os,,8,0.0245,24.5,ot
2157,T22,os,,9,0.027,27,ot
2158,T22,os,,10,0.0287,28.7,ot
2159,T32,or,,1,0.0143,14.3,ot
2160,T32,or,,2,0.0167,16.7,ot
2161,T32,or,,3,0.0134,13.4,ot
2162,T32,or,,4,0.0184,18.4,ot
2163,T32,or,,5,0.0156,15.6,ot
2164,T32,or,,6,0.0137,13.7,ot
2165,T32,or,,7,0.0154,15.4,ot
2166,T32,or,,8,0.0168,16.8,ot
2167,T32,or,,9,0.0149,14.9,ot
2168,T32,or,,10,0.0141,14.1,ot
2169,T32,en,,1,0.0176,17.6,ot
2170,T32,en,,2,0.0191,19.1,ot
2171,T32,en,,3,0.0236,23.6,ot
2172,T32,en,,4,0.0175,17.5,ot
2173,T32,en,,5,0.0173,17.3,ot
2174,T32,en,,6,0.0218,21.8,ot
2175,T32,en,,7,0.0171,17.1,ot
2176,T32,en,,8,0.0175,17.5,ot
2177,T32,en,,9,0.0209,20.9,ot
2178,T32,en,,10,0.0175,17.5,ot
2179,T32,os,,1,0.0166,16.6,ot
2180,T32,os,,2,0.0161,16.1,ot
2181,T32,os,,3,0.0171,17.1,ot
2182,T32,os,,4,0.0166,16.6,ot
2183,T32,os,,5,0.0163,16.3,ot
2184,T32,os,,6,0.0162,16.2,ot
2185,T32,os,,7,0.0201,20.1,ot
2186,T32,os,,8,0.0172,17.2,ot
2187,T32,os,,9,0.0194,19.4,ot
2188,T32,os,,10,0.0159,15.9,ot
2189,T32,cn,,1,0.0164,16.4,ot
2190,T32,cn,,2,0.0189,18.9,ot
2191,T32,cn,,3,0.0188,18.8,ot
2192,T32,cn,,4,0.0137,13.7,ot
2193,T32,cn,,5,0.0124,12.4,ot
2194,T32,cn,,6,0.0153,15.3,ot
2195,T32,cn,,7,0.0176,17.6,ot
2196,T32,cn,,8,0.0181,18.1,ot
2197,T32,cn,,9,0.0178,17.8,ot
2198,T32,cn,,10,0.0153,15.3,ot
2199,T32,oc,,1,0.0193,19.3,ot
2200,T32,oc,,2,0.0187,18.7,ot
2201,T32,oc,,3,0.0171,17.1,ot
2202,T32,oc,,4,0.0187,18.7,ot
2203,T32,oc,,5,0.0156,15.6,ot
2204,T32,oc,,6,0.0184,18.4,ot
2205,T32,oc,,7,0.0169,16.9,ot
2206,T32,oc,,8,0.0172,17.2,ot
2207,T32,oc,,9,0.0187,18.7,ot
2208,T32,oc,,10,0.0165,16.5,ot
2209,T32,au,,1,0.0207,20.7,ot
2210,T32,au,,2,0.0177,17.7,ot
2211,T32,au,,3,0.0203,20.3,ot
2212,T32,au,,4,0.0159,15.9,ot
2213,T32,au,,5,0.0186,18.6,ot
2214,T32,au,,6,0.0192,19.2,ot
2215,T32,au,,7,0.0171,17.1,ot
2216,T32,au,,8,0.0168,16.8,ot
2217,T32,au,,9,0.0147,14.7,ot
2218,T32,au,,10,0.0156,15.6,ot
2219,T59,en,,1,0.0197,19.7,ot
2220,T59,en,,2,0.0161,16.1,ot
2221,T59,en,,3,0.0167,16.7,ot
2222,T59,en,,4,0.0136,13.6,ot
2223,T59,en,,5,0.0162,16.2,ot
2224,T59,en,,6,0.0161,16.1,ot
2225,T59,en,,7,0.0204,20.4,ot
2226,T59,en,,8,0.0142,14.2,ot
2227,T59,en,,9,0.0175,17.5,ot
2228,T59,en,,10,0.0183,18.3,ot
2229,T59,oc,,1,0.0214,21.4,ot
2230,T59,oc,,2,0.0217,21.7,ot
2231,T59,oc,,3,0.0209,20.9,ot
2232,T59,oc,,4,0.0213,21.3,ot
2233,T59,oc,,5,0.0227,22.7,ot
2234,T59,oc,,6,0.0258,25.8,ot
2235,T59,oc,,7,0.0233,23.3,ot
2236,T59,oc,,8,0.0213,21.3,ot
2237,T59,oc,,9,0.0227,22.7,ot
2238,T59,oc,,10,0.0221,22.1,ot
2239,T59,au,,1,0.0208,20.8,ot
2240,T59,au,,2,0.0173,17.3,ot
2241,T59,au,,3,0.0187,18.7,ot
2242,T59,au,,4,0.0256,25.6,ot
2243,T59,au,,5,0.0198,19.8,ot
2244,T59,au,,6,0.016,16,ot
2245,T59,au,,7,0.0173,17.3,ot
2246,T59,au,,8,0.0174,17.4,ot
2247,T59,au,,9,0.0238,23.8,ot
2248,T59,au,,10,0.0188,18.8,ot
2249,T59,cn,,1,0.0174,17.4,ot
2250,T59,cn,,2,0.0196,19.6,ot
2251,T59,cn,,3,0.0124,12.4,ot
2252,T59,cn,,4,0.013,13,ot
2253,T59,cn,,5,0.0148,14.8,ot
2254,T59,cn,,6,0.018,18,ot
2255,T59,cn,,7,0.0177,17.7,ot
2256,T59,cn,,8,0.0171,17.1,ot
2257,T59,cn,,9,0.0147,14.7,ot
2258,T59,cn,,10,0.0132,13.2,ot
2259,T59,os,,1,0.0226,22.6,ot
2260,T59,os,,2,0.0181,18.1,ot
2261,T59,os,,3,0.0175,17.5,ot
2262,T59,os,,4,0.0161,16.1,ot
2263,T59,os,,5,0.0168,16.8,ot
2264,T59,os,,6,0.0147,14.7,ot
2265,T59,os,,7,0.0188,18.8,ot
2266,T59,os,,8,0.0156,15.6,ot
2267,T59,os,,9,0.0133,13.3,ot
2268,T59,os,,10,0.0228,22.8,ot
2269,T59,or,,1,0.0143,14.3,ot
2270,T59,or,,2,0.0128,12.8,ot
2271,T59,or,,3,0.0133,13.3,ot
2272,T59,or,,4,0.0179,17.9,ot
2273,T59,or,,5,0.012,12,ot
2274,T59,or,,6,0.0162,16.2,ot
2275,T59,or,,7,0.0156,15.6,ot
2276,T59,or,,8,0.0104,10.4,ot
2277,T59,or,,9,0.0148,14.8,ot
2278,T59,or,,10,0.0137,13.7,ot
2279,T26,au,,1,0.0167,16.7,ot
2280,T26,au,,2,0.0122,12.2,ot
2281,T26,au,,3,0.0176,17.6,ot
2282,T26,au,,4,0.0212,21.2,ot
2283,T26,au,,5,0.0198,19.8,ot
2284,T26,au,,6,0.0173,17.3,ot
2285,T26,au,,7,0.019,19,ot
2286,T26,au,,8,0.0161,16.1,ot
2287,T26,au,,9,0.0149,14.9,ot
2288,T26,au,,10,0.0189,18.9,ot
2289,T26,cn,,1,0.015,15,ot
2290,T26,cn,,2,0.0179,17.9,ot
2291,T26,cn,,3,0.0172,17.2,ot
2292,T26,cn,,4,0.0203,20.3,ot
2293,T26,cn,,5,0.0173,17.3,ot
2294,T26,cn,,6,0.0163,16.3,ot
2295,T26,cn,,7,0.0156,15.6,ot
2296,T26,cn,,8,0.0161,16.1,ot
2297,T26,cn,,9,0.017,17,ot
2298,T26,cn,,10,0.0152,15.2,ot
2299,T26,en,,1,0.0216,21.6,ot
2300,T26,en,,2,0.0149,14.9,ot
2301,T26,en,,3,0.0252,25.2,ot
2302,T26,en,,4,0.0201,20.1,ot
2303,T26,en,,5,0.024,24,ot
2304,T26,en,,6,0.0233,23.3,ot
2305,T26,en,,7,0.0214,21.4,ot
2306,T26,en,,8,0.0201,20.1,ot
2307,T26,en,,9,0.0178,17.8,ot
2308,T26,en,,10,0.0203,20.3,ot
2309,T26,ag,,1,0.0218,21.8,ot
2310,T26,ag,,2,0.0212,21.2,ot
2311,T26,ag,,3,0.0222,22.2,ot
2312,T26,ag,,4,0.0201,20.1,ot
2313,T26,ag,,5,0.0201,20.1,ot
2314,T26,ag,,6,0.0205,20.5,ot
2315,T26,ag,,7,0.0205,20.5,ot
2316,T26,or,,1,0.0181,18.1,ot
2317,T26,or,,2,0.0237,23.7,ot
2318,T26,or,,3,0.0213,21.3,ot
2319,T26,or,,4,0.0212,21.2,ot
2320,T26,or,,5,0.0238,23.8,ot
2321,T26,or,,6,0.0182,18.2,ot
2322,T26,or,,7,0.0231,23.1,ot
2323,T26,or,,8,0.0211,21.1,ot
2324,T26,or,,9,0.0215,21.5,ot
2325,T26,or,,10,0.0197,19.7,ot
2326,T57,au,,1,0.019,19,ot
2327,T57,au,,2,0.0156,15.6,ot
2328,T57,au,,3,0.0182,18.2,ot
2329,T57,au,,4,0.0157,15.7,ot
2330,T57,au,,5,0.0159,15.9,ot
2331,T57,au,,6,0.0166,16.6,ot
2332,T57,au,,7,0.0172,17.2,ot
2333,T57,au,,8,0.0166,16.6,ot
2334,T57,au,,9,0.0133,13.3,ot
2335,T57,au,,10,0.0164,16.4,ot
2336,T57,ag,,1,0.0186,18.6,ot
2337,T57,ag,,2,0.0188,18.8,ot
2338,T57,ag,,3,0.0144,14.4,ot
2339,T57,ag,,4,0.0231,23.1,ot
2340,T57,ag,,5,0.0156,15.6,ot
2341,T57,ag,,6,0.0201,20.1,ot
2342,T57,ag,,7,0.0216,21.6,ot
2343,T57,ag,,8,0.0184,18.4,ot
2344,T57,ag,,9,0.0165,16.5,ot
2345,T57,ag,,10,0.0153,15.3,ot
2346,T57,oc,,1,0.0125,12.5,ot
2347,T57,oc,,2,0.0133,13.3,ot
2348,T57,oc,,3,0.0123,12.3,ot
2349,T57,oc,,4,0.0119,11.9,ot
2350,T57,oc,,5,0.0123,12.3,ot
2351,T57,oc,,6,0.0134,13.4,ot
2352,T57,oc,,7,0.0094,9.4,ot
2353,T57,oc,,8,0.0142,14.2,ot
2354,T57,oc,,9,0.0123,12.3,ot
2355,T57,oc,,10,0.0132,13.2,ot
2356,T57,en,,1,0.0082,8.2,ot
2357,T57,en,,2,0.0169,16.9,ot
2358,T57,en,,3,0.0058,5.8,ot
2359,T57,os,,1,0.0081,8.1,ot
2360,T57,or,,1,0.0127,12.7,ot
2361,T57,or,,2,0.0196,19.6,ot
2362,T57,or,,3,0.0091,9.1,ot
2363,T57,or,,4,0.0206,20.6,ot
2364,T57,or,,5,0.0166,16.6,ot
2365,T57,or,,6,0.0155,15.5,ot
2366,T57,or,,7,0.0106,10.6,ot
2367,T57,or,,8,0.0147,14.7,ot
2368,T57,or,,9,0.0139,13.9,ot
2369,T57,or,,10,0.0156,15.6,ot
2370,T57,cn,,1,0.0174,17.4,ot
2371,T57,cn,,2,0.0129,12.9,ot
2372,T57,cn,,3,0.0135,13.5,ot
2373,T57,cn,,4,0.0192,19.2,ot
2374,T57,cn,,5,0.0154,15.4,ot
2375,T57,cn,,6,0.0168,16.8,ot
2376,T57,cn,,7,0.0144,14.4,ot
2377,T57,cn,,8,0.0178,17.8,ot
2378,T57,cn,,9,0.0131,13.1,ot
2379,T57,cn,,10,0.0105,10.5,ot
2380,T3-2,cn,,1,0.0102,10.2,ot
2381,T3-2,cn,,2,0.0128,12.8,ot
2382,T3-2,cn,,3,0.0117,11.7,ot
2383,T3-2,cn,,4,0.0131,13.1,ot
2384,T3-2,cn,,5,0.0136,13.6,ot
2385,T3-2,cn,,6,0.011,11,ot
2386,T3-2,cn,,7,0.0125,12.5,ot
2387,T3-2,cn,,8,0.0107,10.7,ot
2388,T3-2,cn,,9,0.0114,11.4,ot
2389,T3-2,cn,,10,0.0099,9.9,ot
2390,T3-2,au,,1,0.0184,18.4,ot
2391,T3-2,au,,2,0.0182,18.2,ot
2392,T3-2,au,,3,0.0175,17.5,ot
2393,T3-2,au,,4,0.0182,18.2,ot
2394,T3-2,au,,5,0.0164,16.4,ot
2395,T3-2,au,,6,0.0176,17.6,ot
2396,T3-2,au,,7,0.0176,17.6,ot
2397,T3-2,au,,8,0.0175,17.5,ot
2398,T3-2,au,,9,0.0179,17.9,ot
2399,T3-2,au,,10,0.0154,15.4,ot
2400,T3-2,oc,,1,0.0194,19.4,ot
2401,T3-2,oc,,2,0.0191,19.1,ot
2402,T3-2,oc,,3,0.0201,20.1,ot
2403,T3-2,oc,,4,0.0209,20.9,ot
2404,T3-2,oc,,5,0.0167,16.7,ot
2405,T3-2,oc,,6,0.0186,18.6,ot
2406,T3-2,oc,,7,0.0208,20.8,ot
2407,T3-2,oc,,8,0.0175,17.5,ot
2408,T3-2,oc,,9,0.0187,18.7,ot
2409,T3-2,oc,,10,0.0172,17.2,ot
2410,T21,au,,1,0.0156,15.6,ot
2411,T21,au,,2,0.0157,15.7,ot
2412,T21,au,,3,0.0151,15.1,ot
2413,T21,au,,4,0.0149,14.9,ot
2414,T21,au,,5,0.0144,14.4,ot
2415,T21,au,,6,0.0158,15.8,ot
2416,T21,au,,7,0.0117,11.7,ot
